Record_ID,Bus_ID,Bus_Number,Date,City,Route_Number,Route_Name,Source_Stop,Destination_Stop,Departure_Time,Arrival_Time,Distance_km,Bus_Type,Total_Seats,Passengers,Occupancy_Percentage,Ticket_Price,Revenue,Fuel_Consumption_Liters,Fuel_Cost,Delay_Minutes,Weather,Traffic_Level,Trip_Status,Customer_Rating
86,BUS10086,KA56B7007,2024-03-17,Kolkata,B226,Dum Dum-Park Street,Dum Dum Junction,Park Street Stand,14:40,16:32,25.2,Electric,40,26.0,65.0,16.52,429.52,2.05,24.6,0.0,Sunny,High,On Time,3.7
929,BUS10929,KA93B9829,2024-08-25,Pune,R49,Kothrud-Viman Nagar,Kothrud Terminal,Viman Nagar Terminal,19:30,22:29,48.0,Electric,49,57.0,116.33,18.35,1045.95,3.85,46.2,80.0,Cloudy,Medium,Delayed,
1592,BUS11592,RJ35B9526,2024-04-09,Mumbai,L283,Borivali-Colaba,Borivali Stop,Colaba Stand,17:55,18:47,33.6,AC,45,10.0,22.22,27.9,279.0,10.88,1033.6,0.0,Sunny,Low,On Time,3.8
160,BUS10160,TS57B3723,2025-06-19,Pune,L91,Hadapsar-Shivajinagar,Hadapsar Terminal,Shivajinagar Junction,08:15,13:32,109.6,Non-AC,49,57.0,116.33,30.1,1715.7,39.79,3780.05,23.0,Sunny,Medium,Delayed,2.2
1021,BUS11021,TS20A4031,2024-09-25,Hyderabad,B250,Kukatpally-Secunderabad,Kukatpally Junction,Secunderabad Stop,19:15,00:02,85.7,AC,42,0.0,0.0,32.39,0.0,25.69,2440.55,0.0,Sunny,High,On Time,
804,BUS10804,TS62C4742,2024-03-13,Jaipur,B184,Mansarovar-Amer,Mansarovar Stop,Amer Terminal,11:30,14:37,86.5,Mini Bus,34,40.0,117.65,23.9,956.0,22.85,2170.75,0.0,Rainy,Medium,On Time,3.3
1777,BUS11777,TN81A4685,2024-03-17,Pune,L125,Aundh-Camp,Aundh Junction,Camp Stop,11:20,13:24,46.4,AC,50,8.0,16.0,41.95,335.6,15.96,1516.2,0.0,Foggy,Medium,On Time,3.1
103,BUS10103,KA74C9310,2024-04-27,Lucknow,R209,Vikas Nagar-Kaiserbagh,Vikas Nagar Stand,Kaiserbagh Stop,21:05,22:42,57.9,Mini Bus,33,15.0,45.45,16.06,240.9,10.66,,20.0,Cloudy,Low,Delayed,2.9
1805,BUS11805,WB71C7109,2024-07-17,Pune,B113,Aundh-Camp,Aundh Stand,Camp Stop,08:00,10:27,41.1,AC,41,10.0,24.39,37.54,375.4,16.0,1520.0,12.0,Foggy,High,Delayed,2.7
23,BUS10023,TS16B2666,2024-02-22,Kolkata,L40,Dum Dum-Park Street,Dum Dum Junction,Park Street Stop,14:50,20:12,112.6,Non-AC,48,56.0,116.67,36.18,2026.08,36.19,3438.05,44.0,Sunny,Medium,Delayed,2.1
358,BUS10358,MH49A9599,2024-03-18,Chennai,B54,Adyar-Broadway,Adyar Junction,Broadway Terminal,12:50,14:47,49.4,Mini Bus,31,13.0,41.94,21.19,275.47,9.19,873.05,25.0,Sunny,Medium,Delayed,3.6
181,BUS10181,RJ63A4720,2024-07-31,Pune,R266,Aundh-Camp,Aundh Stand,Camp Stop,11:25,16:52,67.4,AC,55,37.0,67.27,41.52,1536.24,26.32,2500.4,73.0,Rainy,High,Delayed,2.2
780,BUS10780,TS36B9226,2024-10-12,Mumbai,L134,Andheri-Dadar,Andheri Stop,Dadar Stop,07:45,11:13,112.0,Non-AC,40,40.0,100.0,36.19,1447.6,35.23,3346.85,33.0,Rainy,Low,Delayed,3.7
423,BUS10423,MH41C9659,2025-02-19,Ahmedabad,L225,Bopal-Naroda,Bopal Stop,Naroda Terminal,05:55,07:17,40.3,Electric,34,0.0,0.0,17.02,0.0,2.76,33.12,0.0,Foggy,Medium,Cancelled,1.2
20,BUS10020,DL71C5707,2024-02-17,Chennai,L236,Velachery-T Nagar,Velachery Stop,T Nagar Stop,11:05,15:25,74.0,Electric,38,6.0,15.79,31.48,188.88,6.2,74.4,1.0,Rainy,High,On Time,4.4
1484,BUS11484,GJ14B1247,2024-07-14,Kolkata,L62,Dum Dum-Park Street,Dum Dum Junction,Park Street Terminal,05:50,07:06,16.9,Non-AC,57,53.0,92.98,18.33,971.49,4.94,,0.0,Sunny,High,On Time,3.4
1719,BUS11719,DL74A6936,2025-07-14,Kolkata,R103,Salt Lake-Howrah,Salt Lake Terminal,Howrah Stand,22:05,03:11,91.3,Electric,48,48.0,100.0,35.33,1695.84,7.06,84.72,6.0,,High,On Time,3.6
184,BUS10184,TN76A4803,2025-09-09,Mumbai,L85,Kurla-Bandra,Kurla Terminal,Bandra Junction,10:15,16:15,117.2,AC,49,28.0,57.14,49.97,1399.16,47.07,4471.65,0.0,Foggy,High,On Time,3.3
67,BUS10067,KA85A5727,2024-05-24,Hyderabad,B135,Uppal-Mehdipatnam,Uppal Junction,Mehdipatnam Stop,09:20,15:26,117.2,Mini Bus,30,25.0,83.33,28.3,707.5,23.52,2234.4,0.0,Rainy,High,On Time,4.2
1174,BUS11174,TS59B1580,2024-02-26,Jaipur,R253,Mansarovar-Amer,Mansarovar Stand,Amer Stand,16:50,19:54,85.9,Non-AC,43,48.0,111.63,27.98,1343.04,30.43,2890.85,0.0,Rainy,Medium,On Time,4.5
567,BUS10567,GJ62A5272,2024-06-30,Hyderabad,R112,Gachibowli-Koti,Gachibowli Stand,Koti Stand,18:20,21:26,74.8,Electric,45,51.0,113.33,30.26,1543.26,4.74,56.88,0.0,Sunny,Medium,On Time,3.7
1134,BUS11134,WB90C9301,2025-05-08,Mumbai,L104,Powai-Churchgate,Powai Stop,Churchgate Stop,12:45,15:20,56.9,Electric,34,0.0,0.0,31.91,0.0,5.67,68.04,53.0,Sunny,Medium,Delayed,3.7
363,BUS10363,TS60B4296,2025-04-16,Chennai,R287,Anna Nagar-Guindy,Anna Nagar Junction,Guindy Junction,20:05,01:26,94.8,Non-AC,49,16.0,32.65,25.63,410.08,32.77,3113.15,9.0,Cloudy,High,On Time,4.0
1510,BUS11510,MH18A7865,2025-01-03,Jaipur,B222,Malviya Nagar-Sindhi Camp,Malviya Nagar Stand,Sindhi Camp Stand,12:50,16:03,49.6,Non-AC,52,0.0,0.0,26.28,0.0,18.07,1716.65,17.0,Rainy,High,Delayed,3.8
644,BUS10644,TN82C8100,2025-04-16,Delhi,R281,Dwarka-ITO,Dwarka Terminal,ITO Stop,20:05,20:27,13.4,AC,38,20.0,52.63,31.43,628.6,4.69,445.55,0.0,Cloudy,Low,On Time,3.4
1711,BUS11711,DL10C2334,2025-11-25,Hyderabad,B66,LB Nagar-Miyapur,LB Nagar Terminal,Miyapur Terminal,19:20,00:00,88.3,Electric,33,19.0,57.58,24.43,464.17,7.9,94.8,0.0,Rainy,High,On Time,3.4
194,BUS10194,KA96B1876,2025-09-08,Pune,L243,Wagholi-Katraj,Wagholi Stand,Katraj Stand,22:55,05:21,90.1,Non-AC,51,54.0,105.88,31.01,1674.54,32.87,3122.65,9.0,Cloudy,High,On Time,3.9
1863,BUS11863,TS35B1714,2024-02-04,Delhi,L64,Rajouri Garden-Anand Vihar,Rajouri Garden Terminal,Anand Vihar Stand,05:05,09:27,81.0,Electric,47,14.0,29.79,22.65,317.1,5.26,63.12,11.0,Foggy,High,Delayed,
580,BUS10580,RJ71B7295,2024-11-10,Lucknow,B236,Gomti Nagar-Charbagh,Gomti Nagar Terminal,Charbagh Stand,06:40,09:59,43.6,Mini Bus,30,17.0,56.67,15.09,256.53,8.29,787.55,16.0,Sunny,High,Delayed,3.3
1669,BUS11669,GJ62B4166,2025-01-09,Pune,R206,Hinjewadi-Swargate,Hinjewadi Terminal,Swargate Junction,08:20,10:16,57.2,AC,55,13.0,23.64,35.68,463.84,22.36,2124.2,1.0,Sunny,Medium,On Time,3.3
582,BUS10582,TS17A4009,2024-08-29,Jaipur,B179,Vidhyadhar Nagar-Sitapura,Vidhyadhar Nagar Terminal,Sitapura Stop,16:55,19:01,22.9,Non-AC,45,44.0,97.78,21.28,936.32,8.0,760.0,31.0,Foggy,High,Delayed,3.1
835,BUS10835,GJ71A2987,2025-04-29,Kolkata,L224,Garia-Esplanade,Garia Stop,Esplanade Stand,10:30,12:25,33.4,Mini Bus,33,13.0,39.39,19.9,258.7,6.92,657.4,15.0,Rainy,High,Delayed,3.9
1406,BUS11406,DL37C8740,2025-01-17,Ahmedabad,B294,Satellite-Vastral,Satellite Stop,Vastral Stop,20:20,21:37,29.2,AC,38,43.0,113.16,33.34,1433.62,8.92,847.4,0.0,Foggy,Medium,On Time,4.7
829,BUS10829,UP71A7309,2025-06-02,Mumbai,R250,Kurla-Bandra,Kurla Junction,Bandra Junction,20:35,22:59,75.8,AC,51,36.0,70.59,41.98,1511.28,22.22,2110.9,0.0,Cloudy,Medium,On Time,3.6
1634,BUS11634,GJ56A8981,2024-04-30,Jaipur,L191,Malviya Nagar-Sindhi Camp,Malviya Nagar Terminal,Sindhi Camp Junction,10:50,13:44,49.8,Electric,44,18.0,40.91,24.47,440.46,3.73,44.76,22.0,Rainy,High,Delayed,2.7
504,BUS10504,MH79A5458,2024-06-11,Ahmedabad,R61,Satellite-Vastral,Satellite Stop,Vastral Terminal,12:05,15:45,118.5,Non-AC,40,31.0,77.5,36.57,1133.67,32.54,3091.3,23.0,Rainy,Low,Delayed,2.1
1384,BUS11384,GJ67C8953,2024-06-23,Ahmedabad,R172,Satellite-Vastral,Satellite Stop,Vastral Junction,07:20,07:42,11.7,AC,35,0.0,0.0,25.18,0.0,4.42,419.9,0.0,Foggy,Medium,Cancelled,1.3
971,BUS10971,KA27C1346,2025-02-08,Chennai,L217,Anna Nagar-Guindy,Anna Nagar Junction,Guindy Terminal,20:10,20:59,29.2,AC,53,7.0,13.21,29.55,206.85,8.62,818.9,0.0,Sunny,Low,On Time,3.2
1391,BUS11391,GJ15A7574,2024-07-12,Bengaluru,L222,Jayanagar-KR Puram,Jayanagar Stand,KR Puram Terminal,07:05,07:50,29.6,Electric,36,9.0,25.0,21.35,192.15,1.68,20.16,5.0,Cloudy,Low,On Time,3.3
1873,BUS11873,GJ88A2014,2025-10-30,Lucknow,B206,Gomti Nagar-Charbagh,Gomti Nagar Stand,Charbagh Stop,16:45,18:59,46.1,Non-AC,47,7.0,14.89,19.81,138.67,16.99,1614.05,0.0,Cloudy,High,On Time,3.3
1645,BUS11645,TS39A4014,2024-11-02,Ahmedabad,R23,Vastrapur-Kalupur,Vastrapur Stand,Kalupur Stand,10:05,12:15,80.4,Electric,32,16.0,50.0,22.6,361.6,4.4,52.8,4.0,Rainy,Low,On Time,3.2
1078,BUS11078,MH93B8614,2024-06-24,Ahmedabad,L125,Satellite-Vastral,Satellite Stand,Vastral Junction,17:00,19:11,61.4,Mini Bus,32,24.0,75.0,21.16,507.84,12.31,1169.45,0.0,Rainy,Medium,On Time,5.0
692,BUS10692,TS25A3219,2025-07-26,Jaipur,B110,Jagatpura-Sanganer,Jagatpura Terminal,Sanganer Stop,10:40,14:28,91.6,AC,49,8.0,16.33,32.98,263.84,35.32,3355.4,0.0,Sunny,Medium,On Time,3.3
1527,BUS11527,DL90B9876,2024-04-26,Delhi,R56,Saket-Karol Bagh,Saket Stop,Karol Bagh Stop,11:00,12:15,26.4,Mini Bus,34,20.0,58.82,14.02,280.4,6.16,585.2,6.0,Sunny,Medium,On Time,
776,BUS10776,DL45C4494,2025-06-05,Ahmedabad,R156,Bopal-Naroda,Bopal Terminal,Naroda Terminal,16:20,22:25,81.0,Electric,35,3.0,8.57,29.54,88.62,5.4,64.8,0.0,Cloudy,High,On Time,3.6
14,BUS10014,KA44A7918,2025-11-23,Chennai,R136,Tambaram-Parrys,Tambaram Junction,Parrys Stand,13:30,15:08,22.2,Mini Bus,30,16.0,53.33,11.0,176.0,5.9,560.5,63.0,Sunny,Low,Delayed,2.5
1983,BUS11983,DL64C2366,2024-12-28,Bengaluru,L297,Whitefield-Majestic,Whitefield Terminal,Majestic Terminal,17:55,20:08,79.3,AC,45,52.0,115.56,44.56,2317.12,31.1,2954.5,0.0,Foggy,Low,On Time,3.9
1594,BUS11594,UP63A6733,2024-08-06,Delhi,R108,Noida-Nehru Place,Noida Junction,Nehru Place Stop,07:55,15:05,93.4,AC,45,11.0,24.44,38.83,427.13,27.6,2622.0,4.0,Sunny,High,On Time,4.7
334,BUS10334,DL46A2098,2024-06-12,Jaipur,R97,Malviya Nagar-Sindhi Camp,Malviya Nagar Terminal,Sindhi Camp Stand,09:05,10:18,48.8,Electric,33,12.0,36.36,22.97,275.64,4.12,49.44,1.0,Sunny,,On Time,3.3
596,BUS10596,UP57B1202,2024-06-13,Jaipur,L179,Vaishali Nagar-Badi Chaupar,Vaishali Nagar Stop,Badi Chaupar Stop,17:00,19:55,96.3,Electric,36,12.0,33.33,25.54,306.48,8.25,99.0,0.0,Sunny,Medium,On Time,3.0
114,BUS10114,TN82B7716,2025-01-19,Mumbai,L206,Andheri-Dadar,Andheri Junction,Dadar Stand,12:00,13:18,34.0,Electric,43,36.0,83.72,26.96,970.56,2.51,30.12,24.0,Rainy,Low,Delayed,3.9
464,BUS10464,UP44C2289,2024-01-15,Delhi,L66,Dwarka-ITO,Dwarka Terminal,ITO Terminal,20:25,01:46,78.3,Mini Bus,28,10.0,35.71,25.79,257.9,14.46,1373.7,31.0,Sunny,High,Delayed,2.2
1587,BUS11587,RJ83C2373,2025-08-17,Delhi,B183,Dwarka-ITO,Dwarka Stand,ITO Junction,06:55,09:20,39.2,Electric,31,13.0,41.94,27.49,357.37,3.14,37.68,24.0,Sunny,High,Delayed,2.1
735,BUS10735,GJ15C5041,2024-03-08,Kolkata,R144,Salt Lake-Howrah,Salt Lake Junction,Howrah Stop,05:10,05:32,5.2,Non-AC,41,18.0,43.9,16.33,293.94,1.45,137.75,0.0,Rainy,High,On Time,4.1
314,BUS10314,TS33C7200,2025-09-09,Jaipur,R198,Vidhyadhar Nagar-Sitapura,Vidhyadhar Nagar Junction,Sitapura Stand,06:40,11:36,81.7,AC,39,7.0,17.95,47.08,329.56,30.43,2890.85,0.0,Cloudy,High,On Time,3.0
1322,BUS11322,MH66A3315,2024-04-21,Ahmedabad,R134,Satellite-Vastral,Satellite Terminal,Vastral Stand,14:45,17:12,73.1,Mini Bus,32,7.0,21.88,20.5,143.5,14.06,,0.0,Foggy,Medium,On Time,4.7
526,BUS10526,UP95B6485,2024-05-03,Pune,R11,Wagholi-Katraj,Wagholi Junction,Katraj Junction,13:20,15:59,53.5,AC,47,19.0,40.43,25.01,475.19,18.88,1793.6,0.0,Sunny,High,On Time,4.2
56,BUS10056,TS45B7548,2024-03-03,Bengaluru,L63,Jayanagar-KR Puram,Jayanagar Junction,KR Puram Stand,05:05,10:21,53.1,Mini Bus,35,14.0,40.0,22.92,320.88,14.66,1392.7,71.0,Foggy,High,Delayed,2.4
134,BUS10134,GJ62A2442,2024-09-07,Pune,B94,Hinjewadi-Swargate,Hinjewadi Stand,Swargate Junction,09:55,13:21,63.8,Non-AC,44,30.0,68.18,18.02,540.6,20.31,1929.45,50.0,Rainy,Medium,Delayed,3.8
666,BUS10666,TN37B5648,2024-01-14,Ahmedabad,L269,Bopal-Naroda,Bopal Stand,Naroda Junction,18:15,20:28,89.4,Electric,39,40.0,102.56,37.44,1497.6,8.63,103.56,0.0,Rainy,Low,On Time,3.2
291,BUS10291,WB62B1085,2024-06-01,Delhi,B77,Saket-Karol Bagh,Saket Junction,Karol Bagh Junction,09:15,12:39,109.1,Non-AC,52,53.0,101.92,27.19,1441.07,37.06,3520.7,10.0,Cloudy,Medium,On Time,4.1
875,BUS10875,WB62B9285,2025-11-02,Jaipur,B30,Malviya Nagar-Sindhi Camp,Malviya Nagar Stop,Sindhi Camp Stand,09:05,11:39,65.9,AC,45,3.0,6.67,38.0,114.0,26.75,2541.25,6.0,Rainy,Medium,On Time,4.6
1182,BUS11182,GJ35C3394,2025-07-21,Kolkata,R259,Garia-Esplanade,Garia Stop,Esplanade Terminal,20:55,02:02,98.7,AC,40,18.0,,49.54,891.72,40.4,3838.0,22.0,Foggy,High,Delayed,3.7
1303,BUS11303,KA58C7734,2024-06-03,Jaipur,L255,Vaishali Nagar-Badi Chaupar,Vaishali Nagar Junction,Badi Chaupar Stop,09:45,10:15,11.9,Electric,34,25.0,73.53,16.21,405.25,0.98,11.76,0.0,Cloudy,Medium,On Time,4.1
1635,BUS11635,TS50C4264,2025-05-27,Ahmedabad,L152,Bopal-Naroda,Bopal Stop,Naroda Junction,19:35,23:29,63.8,Mini Bus,28,24.0,85.71,23.09,554.16,14.96,1421.2,4.0,Sunny,High,On Time,3.4
1376,BUS11376,KA28C4724,2024-08-03,Hyderabad,L16,Kukatpally-Secunderabad,Kukatpally Terminal,Secunderabad Stop,22:40,00:18,65.7,Mini Bus,34,24.0,70.59,17.36,416.64,16.51,1568.45,0.0,Rainy,Low,On Time,4.2
739,BUS10739,DL73A4032,2024-02-09,Chennai,R75,Porur-Egmore,Porur Stand,Egmore Junction,09:05,10:09,27.4,Electric,30,19.0,63.33,14.2,269.8,2.68,32.16,12.0,Rainy,Medium,Delayed,2.2
1400,BUS11400,TN22C1356,2025-12-22,Lucknow,R186,Vikas Nagar-Kaiserbagh,Vikas Nagar Stop,Kaiserbagh Stand,08:05,11:14,93.8,AC,42,40.0,95.24,40.71,1628.4,29.33,2786.35,,Cloudy,Medium,On Time,3.4
1465,BUS11465,TS37A5162,2024-01-06,Mumbai,R277,Borivali-Colaba,Borivali Terminal,Colaba Terminal,22:40,00:47,36.0,AC,53,32.0,60.38,31.5,1008.0,12.26,,0.0,Rainy,High,On Time,4.8
1957,BUS11957,TN54C4933,2025-11-02,Mumbai,L22,Thane-CST,Thane Junction,CST Stand,13:45,14:35,22.4,Mini Bus,29,20.0,68.97,14.48,289.6,5.67,538.65,13.0,Cloudy,Low,Delayed,3.1
1567,BUS11567,RJ34B8003,2025-01-23,Pune,L58,Hadapsar-Shivajinagar,Hadapsar Junction,Shivajinagar Stand,21:00,00:50,95.2,Mini Bus,29,5.0,17.24,26.3,131.5,22.68,2154.6,0.0,Cloudy,Medium,On Time,4.8
1240,BUS11240,GJ82C4730,2024-08-27,Ahmedabad,B263,Bopal-Naroda,Bopal Stop,Naroda Stand,08:45,10:10,47.6,Electric,48,39.0,81.25,20.35,793.65,3.74,44.88,21.0,Rainy,Low,Delayed,2.6
1442,BUS11442,UP48A9659,2025-03-13,Jaipur,L117,Jagatpura-Sanganer,Jagatpura Terminal,Sanganer Junction,06:00,06:29,16.7,Mini Bus,33,32.0,96.97,16.6,531.2,3.18,302.1,0.0,Cloudy,Medium,On Time,
1471,BUS11471,TN42B1971,2025-10-31,Hyderabad,R199,Gachibowli-Koti,Gachibowli Junction,Koti Terminal,15:30,16:45,56.6,AC,41,10.0,24.39,40.93,409.3,22.08,2097.6,0.0,Cloudy,Low,On Time,3.1
323,BUS10323,RJ36A4794,2025-04-22,Jaipur,L80,Malviya Nagar-Sindhi Camp,Malviya Nagar Junction,Sindhi Camp Junction,16:55,23:57,106.2,Electric,38,18.0,47.37,33.55,603.9,8.26,99.12,79.0,Foggy,High,Delayed,2.1
1142,BUS11142,TS87C1717,2025-04-28,Lucknow,R45,Gomti Nagar-Charbagh,Gomti Nagar Stop,Charbagh Stand,11:30,17:31,95.6,Non-AC,48,48.0,100.0,29.81,1430.88,26.22,2490.9,24.0,Rainy,High,Delayed,2.3
1103,BUS11103,GJ57A6464,2025-01-15,Chennai,L181,Adyar-Broadway,Adyar Terminal,Broadway Stand,11:00,13:10,93.1,Mini Bus,32,0.0,0.0,21.94,0.0,17.2,1634.0,0.0,Rainy,Low,Cancelled,1.7
943,BUS10943,TN11B5506,2025-07-05,Ahmedabad,L38,Satellite-Vastral,Satellite Stand,Vastral Junction,05:35,05:58,9.3,AC,48,0.0,0.0,31.71,0.0,3.12,296.4,0.0,Cloudy,Medium,Cancelled,2.0
636,BUS10636,TN17A4660,2025-11-21,Bengaluru,B265,Electronic City-Hebbal,Electronic City Junction,Hebbal Junction,06:55,08:41,34.0,AC,48,21.0,43.75,21.4,449.4,11.71,1112.45,0.0,Cloudy,High,On Time,3.3
810,BUS10810,DL63B5374,2024-02-09,Kolkata,L189,Garia-Esplanade,Garia Stand,Esplanade Stop,10:25,11:58,43.4,Electric,41,45.0,109.76,20.14,906.3,2.27,27.24,13.0,Sunny,Medium,Delayed,3.1
510,BUS10510,WB39B2932,2025-09-27,Bengaluru,B295,Whitefield-Majestic,Whitefield Junction,Majestic Stand,22:45,23:40,12.5,Non-AC,55,3.0,5.45,10.53,31.59,3.53,335.35,5.0,Sunny,High,On Time,3.0
576,BUS10576,GJ73A6304,2025-12-22,Delhi,B85,Saket-Karol Bagh,Saket Terminal,Karol Bagh Stop,10:15,11:36,60.3,Non-AC,51,28.0,54.9,,553.84,22.3,2118.5,0.0,Cloudy,Low,On Time,4.0
1550,BUS11550,UP23B9117,2025-07-24,Pune,L11,Wagholi-Katraj,Wagholi Terminal,Katraj Stop,08:55,10:30,50.6,Electric,41,35.0,85.37,19.61,686.35,4.06,48.72,1.0,Foggy,Medium,On Time,4.6
40,BUS10040,KA12A9019,2025-04-21,Kolkata,L189,Dum Dum-Park Street,Dum Dum Stop,Park Street Stop,12:35,16:45,92.8,Mini Bus,27,2.0,7.41,26.01,52.02,17.47,1659.65,6.0,Rainy,Medium,On Time,4.6
205,BUS10205,TS54A7008,2025-02-20,Delhi,B123,Rohini-Connaught Place,Rohini Stand,Connaught Place Terminal,13:10,16:28,117.5,Mini Bus,27,7.0,25.93,25.55,178.85,25.62,2433.9,4.0,Cloudy,Low,On Time,3.0
195,BUS10195,KA92A4046,2025-05-27,Ahmedabad,L149,Bopal-Naroda,Bopal Junction,Naroda Terminal,13:25,15:08,23.9,Non-AC,55,49.0,89.09,17.98,881.02,8.63,819.85,65.0,Foggy,Low,Delayed,2.4
1249,BUS11249,TN27A6875,2025-07-08,Jaipur,L224,Vidhyadhar Nagar-Sitapura,Vidhyadhar Nagar Stop,Sitapura Junction,15:45,17:24,23.5,AC,36,27.0,75.0,28.75,776.25,7.15,679.25,0.0,Sunny,High,On Time,4.9
1448,BUS11448,MH82B4308,2024-04-05,Jaipur,B245,Jagatpura-Sanganer,Jagatpura Junction,Sanganer Stand,05:30,08:10,110.1,Non-AC,54,36.0,66.67,29.91,1076.76,28.74,2730.3,0.0,Sunny,Low,On Time,4.1
1425,BUS11425,GJ77B5689,2024-12-21,Jaipur,L108,Jagatpura-Sanganer,Jagatpura Stop,Sanganer Stand,10:35,11:18,27.8,Non-AC,52,31.0,59.62,17.67,547.77,6.97,662.15,0.0,Foggy,Low,On Time,4.0
432,BUS10432,WB45C2974,2024-07-15,Bengaluru,B272,Whitefield-Majestic,Whitefield Stop,Majestic Terminal,09:15,14:54,82.6,Mini Bus,28,30.0,107.14,21.96,658.8,21.05,1999.75,12.0,Rainy,High,Delayed,2.2
1437,BUS11437,GJ94C1509,2024-01-16,Bengaluru,B250,Yeshwanthpur-Silk Board,Yeshwanthpur Stop,Silk Board Stop,18:25,21:53,59.0,Mini Bus,30,24.0,80.0,17.0,408.0,16.31,1549.45,13.0,Rainy,High,Delayed,2.6
1040,BUS11040,GJ37C7552,2024-11-11,Hyderabad,R80,Kukatpally-Secunderabad,Kukatpally Stop,Secunderabad Stand,20:45,02:45,99.4,Non-AC,43,38.0,88.37,26.63,1011.94,29.14,2768.3,5.0,Cloudy,High,On Time,4.5
675,BUS10675,MH99A5881,2024-05-01,Delhi,L121,Dwarka-ITO,Dwarka Terminal,ITO Junction,08:50,13:13,88.1,Mini Bus,27,16.0,59.26,25.95,415.2,20.58,1955.1,6.0,Cloudy,High,On Time,4.4
491,BUS10491,MH36C3922,2025-06-26,Mumbai,L57,Borivali-Colaba,Borivali Stand,Colaba Junction,09:40,12:08,41.1,Mini Bus,30,5.0,16.67,14.66,73.3,8.6,817.0,41.0,Rainy,Medium,Delayed,3.6
406,BUS10406,TN76A2174,2025-07-20,Chennai,R217,Anna Nagar-Guindy,Anna Nagar Junction,Guindy Junction,06:10,07:16,42.9,Electric,39,42.0,107.69,24.27,1019.34,3.24,38.88,0.0,Rainy,Low,On Time,3.2
318,BUS10318,TS73B1222,2025-03-05,Lucknow,L124,Vikas Nagar-Kaiserbagh,Vikas Nagar Stop,Kaiserbagh Stop,17:15,21:07,105.9,Mini Bus,32,10.0,31.25,24.54,245.4,19.74,1875.3,27.0,Cloudy,Medium,Delayed,2.7
958,BUS10958,RJ91A2967,2025-02-03,Hyderabad,L30,LB Nagar-Miyapur,LB Nagar Stop,Miyapur Junction,14:50,16:53,56.2,Electric,33,21.0,63.64,18.98,398.58,4.17,50.04,0.0,Foggy,Medium,On Time,4.4
1831,BUS11831,DL72B3831,2024-02-19,Jaipur,B225,Jagatpura-Sanganer,Jagatpura Terminal,Sanganer Stop,05:35,11:50,83.2,Electric,37,28.0,75.68,29.25,819.0,6.61,79.32,0.0,,High,On Time,3.6
1877,BUS11877,TS95B5458,2024-10-03,Kolkata,R227,Jadavpur-Barasat,Jadavpur Stand,Barasat Stop,09:55,12:33,54.5,Electric,46,22.0,47.83,30.29,666.38,3.22,38.64,24.0,Sunny,Medium,Delayed,2.1
463,BUS10463,GJ83B5721,2025-04-11,Bengaluru,B151,Jayanagar-KR Puram,Jayanagar Stop,KR Puram Stand,16:15,18:52,74.7,Non-AC,55,60.0,109.09,27.06,1623.6,19.06,1810.7,0.0,Rainy,Medium,On Time,3.2
88,BUS10088,TN55B3775,2024-02-03,Lucknow,R7,Chinhat-Aminabad,Chinhat Junction,Aminabad Terminal,13:50,14:42,16.4,AC,46,3.0,6.52,29.86,89.58,5.16,490.2,28.0,Sunny,Low,Delayed,2.3
1855,BUS11855,GJ93B9033,2025-06-25,Bengaluru,L252,Electronic City-Hebbal,Electronic City Stand,Hebbal Stand,09:05,15:47,117.0,Mini Bus,25,2.0,8.0,28.91,57.82,29.21,2774.95,0.0,Foggy,High,On Time,5.0
177,BUS10177,KA34B2753,2025-06-09,Bengaluru,B239,Marathahalli-Banashankari,Marathahalli Stop,Banashankari Terminal,15:15,15:47,8.2,Mini Bus,27,0.0,0.0,15.13,0.0,1.95,185.25,6.0,Sunny,High,On Time,4.6
1878,BUS11878,TS84B7287,2024-07-26,Pune,L3,Aundh-Camp,Aundh Stop,Camp Terminal,18:05,19:34,47.3,AC,46,41.0,89.13,22.47,921.27,15.11,1435.45,0.0,Sunny,Medium,On Time,4.2
1324,BUS11324,GJ48C7087,2025-04-20,Hyderabad,R154,Uppal-Mehdipatnam,Uppal Junction,Mehdipatnam Stop,10:20,13:29,119.0,Non-AC,58,61.0,105.17,37.19,2268.59,33.46,3178.7,0.0,Sunny,Low,On Time,4.2
1017,BUS11017,UP90B4427,2025-04-15,Pune,B246,Hadapsar-Shivajinagar,Hadapsar Junction,Shivajinagar Stop,19:55,21:52,83.0,Mini Bus,28,30.0,107.14,23.61,708.3,23.15,2199.25,0.0,Foggy,Low,On Time,3.6
1926,BUS11926,DL88C1202,2024-11-08,Mumbai,R171,Borivali-Colaba,Borivali Stop,Colaba Junction,13:30,15:16,62.2,Non-AC,58,30.0,51.72,28.21,846.3,18.9,1795.5,0.0,Sunny,Low,On Time,3.2
149,BUS10149,KA23C5116,2025-06-04,Ahmedabad,R173,Chandkheda-Isanpur,Chandkheda Junction,Isanpur Stop,17:15,19:59,45.7,AC,41,27.0,65.85,24.53,662.31,12.88,1223.6,0.0,Cloudy,High,On Time,4.5
